Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","20.55","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","74.75","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","20.45","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","74.35","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","20.35","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","73.94","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","20.24","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","73.53","A","Official figure",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","20.14","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","73.5","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","20.2","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","73.47","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","20.25","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","73.44","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","20.31","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","73.4","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","20.36","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","73.37","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","20.42","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","73.34","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","20.47","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","73.31","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","20.52","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","73.28","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","20.58","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","73.25","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","20.63","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","73.22","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","20.69","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","73.19","A","Official figure",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","20.74","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","72.88","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","20.41","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","72.56","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","20.08","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","72.23","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","19.75","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","71.9","E","Estimated value",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","19.41","E","Estimated value",""
"RL","Land Use","076","Brazil","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","71.56","A","Official figure",""
"RL","Land Use","076","Brazil","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","19.08","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","10.6","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","9.72","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","9.41","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","9.13","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","8.54","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","8.02","A","Official figure",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","8.53","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","9.06","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","9.17","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","9.82","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","9.99","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","10.56","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","10.85","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","11.46","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","11.64","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","12.22","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","12.24","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","12.2","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","12.42","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","13.86","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","12.19","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","2.67","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","2.76","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","2.73","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","2.74","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","2.85","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","2.9","A","Official figure",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","3.01","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","3.11","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","3.24","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","3.35","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","3.49","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","3.62","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","3.77","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","3.91","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","4.08","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","4.25","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","4.45","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","4.67","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","4.86","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","4.95","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","5.23","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","86.73","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","18.16","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","87.52","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","18.16","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","87.86","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","18.83","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","88.13","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","18.83","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","88.61","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","18.83","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","89.07","A","Official figure",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","18.85","A","Official figure",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","88.46","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","18.34","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","87.83","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","17.84","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","87.59","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","17.34","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","86.83","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","16.84","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","86.52","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","16.33","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","85.82","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","15.83","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","85.38","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","15.33","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","84.63","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","14.83","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","84.28","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","14.33","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","83.53","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","13.82","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","83.31","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","13.32","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","83.12","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","12.82","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","82.72","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","12.32","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","81.19","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","11.81","E","Estimated value",""
"RL","Land Use","152","Chile","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","82.57","E","Estimated value",""
"RL","Land Use","152","Chile","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","11.81","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","5.03","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","4.98","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","4.7","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","4.31","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","3.74","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","4.11","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","3.97","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","3.8","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","3.62","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","3.85","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","3.74","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","3.28","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","3.45","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","3.48","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","3.76","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","4.1","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","5.08","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","5.22","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","5.3","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","5.41","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","5.79","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","3.95","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","3.93","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","4.04","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","4.18","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","4.24","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","4.31","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","4.15","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","4.08","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","4.27","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","4.32","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","4.37","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","4.41","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","4.49","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","4.7","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","4.67","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","4.83","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","5.02","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","5.19","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","5.34","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","5.73","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","5.9","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","91.02","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","34.13","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","91.08","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","34.52","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","91.25","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","34.87","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","91.51","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","35.1","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","92.01","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","34.97","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","91.59","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","35.03","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","91.88","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","35.29","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","92.12","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","35.32","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","92.11","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","35.29","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","91.83","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","34.53","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","91.9","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","35.3","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","92.31","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","37.28","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","92.06","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","37.17","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","91.82","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","37.06","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","91.57","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","36.95","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","91.08","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","35.7","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","89.9","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","35.69","E","Estimated value",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","89.59","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","35.82","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","89.36","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","35.61","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","88.85","E","Estimated value",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","34.45","A","Official figure",""
"RL","Land Use","170","Colombia","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","88.31","A","Official figure",""
"RL","Land Use","170","Colombia","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","33.24","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","18.16","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","17.92","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","16.97","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","17.28","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","16.56","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","16.12","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","16.6","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","15.92","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","15.82","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","15.73","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","15.29","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","15.89","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","17.72","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","18.45","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","17.69","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","18.48","A","Official figure",""
